user_id,segment,signup_date,event_date,event
19,free,2025-05-12,2025-05-16,session
19,free,2025-05-12,2025-05-14,feature_use
19,free,2025-05-12,2025-05-18,feature_use
19,free,2025-05-12,2025-05-17,session
19,free,2025-05-12,2025-05-12,feature_use
19,free,2025-05-12,2025-05-14,session
19,free,2025-05-12,2025-05-15,session
19,free,2025-05-12,2025-05-12,session
19,free,2025-05-12,2025-05-14,feature_use
19,free,2025-05-12,2025-05-21,feature_use
19,free,2025-05-12,2025-05-21,session
19,free,2025-05-12,2025-05-21,session
19,free,2025-05-12,2025-05-21,session
19,free,2025-05-12,2025-05-21,session
19,free,2025-05-12,2025-05-23,feature_use
19,free,2025-05-12,2025-05-19,session
19,free,2025-05-12,2025-05-23,session
19,free,2025-05-12,2025-05-24,session
19,free,2025-05-12,2025-06-10,session
19,free,2025-05-12,2025-06-11,session
19,free,2025-05-12,2025-06-09,session
19,free,2025-05-12,2025-06-13,session
19,free,2025-05-12,2025-06-12,session
19,free,2025-05-12,2025-06-09,session
19,free,2025-05-12,2025-06-09,session
19,free,2025-05-12,2025-06-14,session
19,free,2025-05-12,2025-06-14,feature_use
19,free,2025-05-12,2025-06-14,feature_use
19,free,2025-05-12,2025-06-14,session
19,free,2025-05-12,2025-06-12,session
19,free,2025-05-12,2025-06-10,session
19,free,2025-05-12,2025-06-09,feature_use
20,trial,2025-01-30,2025-01-30,feature_use
20,trial,2025-01-30,2025-02-02,session
20,trial,2025-01-30,2025-02-02,purchase
20,trial,2025-01-30,2025-02-19,feature_use
20,trial,2025-01-30,2025-02-16,feature_use
20,trial,2025-01-30,2025-02-15,session
20,trial,2025-01-30,2025-02-18,session
20,trial,2025-01-30,2025-02-15,session
20,trial,2025-01-30,2025-02-15,feature_use
20,trial,2025-01-30,2025-03-15,feature_use
20,trial,2025-01-30,2025-03-19,session
20,trial,2025-01-30,2025-03-15,session
20,trial,2025-01-30,2025-03-16,session
20,trial,2025-01-30,2025-03-23,session
21,trial,2025-01-21,2025-04-23,session
21,trial,2025-01-21,2025-04-24,session
21,trial,2025-01-21,2025-04-28,session
21,trial,2025-01-21,2025-04-25,session
21,trial,2025-01-21,2025-04-22,session
21,trial,2025-01-21,2025-04-26,session
21,trial,2025-01-21,2025-04-28,session
21,trial,2025-01-21,2025-04-27,session
21,trial,2025-01-21,2025-04-26,session
23,free,2025-03-27,2025-05-04,session
23,free,2025-03-27,2025-05-03,feature_use
23,free,2025-03-27,2025-05-04,session
24,free,2025-04-13,2025-04-21,session
24,free,2025-04-13,2025-04-20,session
24,free,2025-04-13,2025-04-25,session
24,free,2025-04-13,2025-04-25,session
24,free,2025-04-13,2025-04-22,session
24,free,2025-04-13,2025-04-24,session
24,free,2025-04-13,2025-04-21,feature_use
24,free,2025-04-13,2025-04-24,session
24,free,2025-04-13,2025-04-21,feature_use
24,free,2025-04-13,2025-05-17,session
24,free,2025-04-13,2025-05-12,session
24,free,2025-04-13,2025-05-14,session
24,free,2025-04-13,2025-05-15,session
24,free,2025-04-13,2025-05-15,feature_use
24,free,2025-04-13,2025-05-15,session
24,free,2025-04-13,2025-05-14,session
24,free,2025-04-13,2025-05-17,session
27,free,2025-03-24,2025-03-25,session
27,free,2025-03-24,2025-04-01,session
27,free,2025-03-24,2025-04-06,session
27,free,2025-03-24,2025-04-02,session
27,free,2025-03-24,2025-04-02,session
27,free,2025-03-24,2025-04-04,session
27,free,2025-03-24,2025-04-04,session
27,free,2025-03-24,2025-04-04,session
27,free,2025-03-24,2025-03-31,session
27,free,2025-03-24,2025-04-05,session
27,free,2025-03-24,2025-04-06,session
27,free,2025-03-24,2025-04-11,session
27,free,2025-03-24,2025-04-10,session
27,free,2025-03-24,2025-04-13,session
27,free,2025-03-24,2025-04-12,session
27,free,2025-03-24,2025-04-11,session
27,free,2025-03-24,2025-04-29,session
27,free,2025-03-24,2025-05-01,session
27,free,2025-03-24,2025-04-30,session
27,free,2025-03-24,2025-05-01,session
27,free,2025-03-24,2025-05-02,session
27,free,2025-03-24,2025-05-03,feature_use
27,free,2025-03-24,2025-04-29,session
27,free,2025-03-24,2025-05-01,feature_use
27,free,2025-03-24,2025-04-28,session
27,free,2025-03-24,2025-05-02,session
27,free,2025-03-24,2025-05-05,session
27,free,2025-03-24,2025-05-11,session
27,free,2025-03-24,2025-05-08,session
27,free,2025-03-24,2025-05-10,session
27,free,2025-03-24,2025-05-11,session
27,free,2025-03-24,2025-05-11,purchase
27,free,2025-03-24,2025-05-06,session
27,free,2025-03-24,2025-05-08,feature_use
27,free,2025-03-24,2025-05-10,session
27,free,2025-03-24,2025-05-09,session
28,free,2025-01-20,2025-02-03,session
28,free,2025-01-20,2025-02-09,purchase
28,free,2025-01-20,2025-02-03,session
28,free,2025-01-20,2025-02-09,session
30,paid,2025-03-09,2025-03-29,session
30,paid,2025-03-09,2025-03-28,session
30,paid,2025-03-09,2025-03-28,session
31,free,2025-04-14,2025-05-02,session
31,free,2025-04-14,2025-04-30,session
31,free,2025-04-14,2025-05-04,session
31,free,2025-04-14,2025-04-30,session
31,free,2025-04-14,2025-04-29,session
31,free,2025-04-14,2025-05-01,purchase
31,free,2025-04-14,2025-04-30,session
31,free,2025-04-14,2025-05-04,session
31,free,2025-04-14,2025-05-02,session
31,free,2025-04-14,2025-05-03,session
31,free,2025-04-14,2025-04-28,feature_use
31,free,2025-04-14,2025-06-05,session
31,free,2025-04-14,2025-06-05,session
31,free,2025-04-14,2025-06-02,session
31,free,2025-04-14,2025-06-08,session
31,free,2025-04-14,2025-06-04,session
31,free,2025-04-14,2025-06-06,session
31,free,2025-04-14,2025-06-02,session
32,free,2025-06-29,2025-07-03,session
32,free,2025-06-29,2025-06-29,session
32,free,2025-06-29,2025-06-29,session
32,free,2025-06-29,2025-07-05,feature_use
32,free,2025-06-29,2025-07-01,session
32,free,2025-06-29,2025-07-01,session
33,free,2025-02-05,2025-03-08,session
33,free,2025-02-05,2025-03-06,session
33,free,2025-02-05,2025-03-07,session
33,free,2025-02-05,2025-03-05,session
33,free,2025-02-05,2025-03-16,purchase
33,free,2025-02-05,2025-03-13,feature_use
33,free,2025-02-05,2025-03-17,session
33,free,2025-02-05,2025-03-13,session
33,free,2025-02-05,2025-03-17,session
33,free,2025-02-05,2025-03-12,feature_use
33,free,2025-02-05,2025-03-12,session
33,free,2025-02-05,2025-03-17,session
33,free,2025-02-05,2025-03-15,feature_use
33,free,2025-02-05,2025-03-13,purchase
33,free,2025-02-05,2025-03-17,feature_use
33,free,2025-02-05,2025-03-13,session
34,trial,2025-02-07,2025-03-05,session
34,trial,2025-02-07,2025-03-01,session
34,trial,2025-02-07,2025-03-01,session
34,trial,2025-02-07,2025-03-03,session
34,trial,2025-02-07,2025-03-09,feature_use
34,trial,2025-02-07,2025-03-08,session
34,trial,2025-02-07,2025-03-07,session
34,trial,2025-02-07,2025-03-12,session
34,trial,2025-02-07,2025-03-08,session
34,trial,2025-02-07,2025-03-11,session
34,trial,2025-02-07,2025-03-08,session
34,trial,2025-02-07,2025-04-11,session
34,trial,2025-02-07,2025-04-14,session
34,trial,2025-02-07,2025-04-16,feature_use
34,trial,2025-02-07,2025-04-12,session
34,trial,2025-02-07,2025-04-15,purchase
34,trial,2025-02-07,2025-04-19,session
34,trial,2025-02-07,2025-04-19,session
34,trial,2025-02-07,2025-04-24,session
34,trial,2025-02-07,2025-04-19,purchase
34,trial,2025-02-07,2025-04-23,session
35,paid,2025-02-20,2025-02-23,session
35,paid,2025-02-20,2025-02-23,purchase
35,paid,2025-02-20,2025-02-20,feature_use
35,paid,2025-02-20,2025-02-21,feature_use
35,paid,2025-02-20,2025-02-22,session
35,paid,2025-02-20,2025-02-21,session
35,paid,2025-02-20,2025-02-25,feature_use
35,paid,2025-02-20,2025-03-06,feature_use
35,paid,2025-02-20,2025-03-09,purchase
35,paid,2025-02-20,2025-03-12,session
35,paid,2025-02-20,2025-03-06,session
35,paid,2025-02-20,2025-03-10,session
35,paid,2025-02-20,2025-03-10,session
35,paid,2025-02-20,2025-03-08,feature_use
35,paid,2025-02-20,2025-03-06,session
35,paid,2025-02-20,2025-03-07,session
35,paid,2025-02-20,2025-04-07,session
35,paid,2025-02-20,2025-04-04,session
35,paid,2025-02-20,2025-04-08,session
35,paid,2025-02-20,2025-04-07,session
35,paid,2025-02-20,2025-04-04,session
36,trial,2025-01-05,2025-01-08,session
36,trial,2025-01-05,2025-01-08,session
36,trial,2025-01-05,2025-01-08,session
36,trial,2025-01-05,2025-01-09,session
36,trial,2025-01-05,2025-01-08,session
36,trial,2025-01-05,2025-01-08,session
36,trial,2025-01-05,2025-01-07,session
36,trial,2025-01-05,2025-01-10,purchase
36,trial,2025-01-05,2025-01-11,session
36,trial,2025-01-05,2025-01-05,session
36,trial,2025-01-05,2025-01-06,session
36,trial,2025-01-05,2025-01-08,session
36,trial,2025-01-05,2025-01-08,session
36,trial,2025-01-05,2025-01-09,session
36,trial,2025-01-05,2025-01-10,session
36,trial,2025-01-05,2025-01-06,session
36,trial,2025-01-05,2025-01-11,feature_use
36,trial,2025-01-05,2025-01-12,session
36,trial,2025-01-05,2025-01-16,purchase
36,trial,2025-01-05,2025-01-18,purchase
36,trial,2025-01-05,2025-01-14,session
36,trial,2025-01-05,2025-01-16,purchase
36,trial,2025-01-05,2025-01-18,feature_use
36,trial,2025-01-05,2025-01-14,session
36,trial,2025-01-05,2025-01-31,session
36,trial,2025-01-05,2025-01-30,session
36,trial,2025-01-05,2025-01-31,session
36,trial,2025-01-05,2025-01-31,session
36,trial,2025-01-05,2025-02-01,session
36,trial,2025-01-05,2025-02-01,feature_use
36,trial,2025-01-05,2025-01-28,feature_use
36,trial,2025-01-05,2025-01-31,session
36,trial,2025-01-05,2025-01-26,session
36,trial,2025-01-05,2025-01-27,session
36,trial,2025-01-05,2025-01-28,session
36,trial,2025-01-05,2025-02-19,session
36,trial,2025-01-05,2025-02-22,session
36,trial,2025-01-05,2025-02-16,session
36,trial,2025-01-05,2025-02-17,session
36,trial,2025-01-05,2025-02-22,session
36,trial,2025-01-05,2025-02-16,purchase
36,trial,2025-01-05,2025-02-17,session
36,trial,2025-01-05,2025-02-16,feature_use
36,trial,2025-01-05,2025-02-17,session
36,trial,2025-01-05,2025-02-18,session
36,trial,2025-01-05,2025-03-03,session
36,trial,2025-01-05,2025-03-06,session
36,trial,2025-01-05,2025-03-02,session
36,trial,2025-01-05,2025-03-08,session
36,trial,2025-01-05,2025-03-03,feature_use
36,trial,2025-01-05,2025-03-02,session
36,trial,2025-01-05,2025-03-05,feature_use
36,trial,2025-01-05,2025-03-05,session
36,trial,2025-01-05,2025-03-03,feature_use
36,trial,2025-01-05,2025-03-02,feature_use
36,trial,2025-01-05,2025-03-02,session
36,trial,2025-01-05,2025-03-08,session
36,trial,2025-01-05,2025-03-06,session
36,trial,2025-01-05,2025-03-05,session
36,trial,2025-01-05,2025-06-10,session
36,trial,2025-01-05,2025-06-10,session
36,trial,2025-01-05,2025-06-10,session
36,trial,2025-01-05,2025-06-10,session
36,trial,2025-01-05,2025-06-08,session
36,trial,2025-01-05,2025-06-12,session
38,free,2025-04-01,2025-06-12,session
38,free,2025-04-01,2025-06-10,session
38,free,2025-04-01,2025-06-13,session
38,free,2025-04-01,2025-06-10,session
38,free,2025-04-01,2025-06-11,session
38,free,2025-04-01,2025-06-13,session
39,free,2025-01-25,2025-03-31,session
39,free,2025-01-25,2025-03-31,session
41,free,2025-02-04,2025-02-16,purchase
41,free,2025-02-04,2025-02-14,session
41,free,2025-02-04,2025-02-16,session
41,free,2025-02-04,2025-02-17,feature_use
41,free,2025-02-04,2025-02-17,session
41,free,2025-02-04,2025-02-12,session
41,free,2025-02-04,2025-02-15,session
41,free,2025-02-04,2025-02-11,session
41,free,2025-02-04,2025-02-14,session
41,free,2025-02-04,2025-02-12,feature_use
41,free,2025-02-04,2025-03-12,feature_use
41,free,2025-02-04,2025-03-15,session
41,free,2025-02-04,2025-03-11,session
41,free,2025-02-04,2025-03-13,session
41,free,2025-02-04,2025-03-15,session
41,free,2025-02-04,2025-03-14,session
41,free,2025-02-04,2025-03-12,session
41,free,2025-02-04,2025-03-17,session
41,free,2025-02-04,2025-03-13,session
41,free,2025-02-04,2025-03-14,session
42,free,2025-01-09,2025-02-27,session
42,free,2025-01-09,2025-03-04,session
42,free,2025-01-09,2025-03-04,feature_use
42,free,2025-01-09,2025-02-28,session
42,free,2025-01-09,2025-03-05,session
43,free,2025-04-11,2025-04-16,session
43,free,2025-04-11,2025-04-13,session
43,free,2025-04-11,2025-04-11,session
43,free,2025-04-11,2025-04-16,session
43,free,2025-04-11,2025-04-12,purchase
43,free,2025-04-11,2025-04-13,session
43,free,2025-04-11,2025-04-15,session
43,free,2025-04-11,2025-04-14,session
43,free,2025-04-11,2025-04-26,session
43,free,2025-04-11,2025-04-28,session
43,free,2025-04-11,2025-04-26,session
43,free,2025-04-11,2025-05-01,session
43,free,2025-04-11,2025-04-29,session
43,free,2025-04-11,2025-04-28,session
43,free,2025-04-11,2025-04-29,session
43,free,2025-04-11,2025-04-28,session
43,free,2025-04-11,2025-05-20,session
43,free,2025-04-11,2025-05-16,session
43,free,2025-04-11,2025-05-20,session
43,free,2025-04-11,2025-05-17,session
43,free,2025-04-11,2025-05-16,session
43,free,2025-04-11,2025-05-17,session
43,free,2025-04-11,2025-06-12,session
43,free,2025-04-11,2025-06-06,session
43,free,2025-04-11,2025-06-12,feature_use
43,free,2025-04-11,2025-06-12,session
43,free,2025-04-11,2025-06-06,session
43,free,2025-04-11,2025-06-15,feature_use
43,free,2025-04-11,2025-06-19,session
43,free,2025-04-11,2025-06-14,session
43,free,2025-04-11,2025-06-17,session
43,free,2025-04-11,2025-06-17,session
43,free,2025-04-11,2025-06-15,feature_use
43,free,2025-04-11,2025-06-19,feature_use
43,free,2025-04-11,2025-06-17,session
43,free,2025-04-11,2025-06-15,feature_use
43,free,2025-04-11,2025-06-16,session
43,free,2025-04-11,2025-06-16,session
43,free,2025-04-11,2025-06-18,session
45,free,2025-05-13,2025-05-14,session
45,free,2025-05-13,2025-05-18,session
45,free,2025-05-13,2025-05-19,session
45,free,2025-05-13,2025-05-19,feature_use
45,free,2025-05-13,2025-05-14,feature_use
45,free,2025-05-13,2025-05-16,feature_use
45,free,2025-05-13,2025-05-19,session
45,free,2025-05-13,2025-05-25,session
45,free,2025-05-13,2025-05-25,session
45,free,2025-05-13,2025-05-25,session
45,free,2025-05-13,2025-05-23,feature_use
45,free,2025-05-13,2025-05-21,session
45,free,2025-05-13,2025-05-27,feature_use
45,free,2025-05-13,2025-05-31,session
45,free,2025-05-13,2025-05-27,session
45,free,2025-05-13,2025-06-02,session
45,free,2025-05-13,2025-06-01,session
45,free,2025-05-13,2025-06-02,session
45,free,2025-05-13,2025-05-27,session
45,free,2025-05-13,2025-06-02,session
45,free,2025-05-13,2025-05-31,session
45,free,2025-05-13,2025-05-30,session
45,free,2025-05-13,2025-05-29,session
45,free,2025-05-13,2025-06-26,session
45,free,2025-05-13,2025-06-27,session
45,free,2025-05-13,2025-06-24,session
45,free,2025-05-13,2025-06-24,session
45,free,2025-05-13,2025-06-29,session
45,free,2025-05-13,2025-06-24,session
45,free,2025-05-13,2025-06-27,session
45,free,2025-05-13,2025-06-24,session
45,free,2025-05-13,2025-06-24,feature_use
46,free,2025-03-26,2025-04-06,session
46,free,2025-03-26,2025-04-07,session
47,free,2025-02-15,2025-05-20,session
47,free,2025-02-15,2025-05-19,session
47,free,2025-02-15,2025-05-21,session
48,free,2025-04-08,2025-04-09,feature_use
48,free,2025-04-08,2025-04-11,purchase
48,free,2025-04-08,2025-04-12,session
48,free,2025-04-08,2025-04-14,feature_use
48,free,2025-04-08,2025-04-10,session
48,free,2025-04-08,2025-04-08,session
48,free,2025-04-08,2025-04-13,session
48,free,2025-04-08,2025-04-24,session
48,free,2025-04-08,2025-04-23,session
48,free,2025-04-08,2025-04-22,session
48,free,2025-04-08,2025-04-26,session
48,free,2025-04-08,2025-04-23,session
48,free,2025-04-08,2025-04-23,session
48,free,2025-04-08,2025-04-23,feature_use
48,free,2025-04-08,2025-06-17,session
48,free,2025-04-08,2025-06-20,session
48,free,2025-04-08,2025-06-23,session
48,free,2025-04-08,2025-06-21,feature_use
48,free,2025-04-08,2025-06-20,session
48,free,2025-04-08,2025-06-23,feature_use
49,free,2025-02-18,2025-02-27,session
49,free,2025-02-18,2025-02-26,feature_use
49,free,2025-02-18,2025-03-01,session
49,free,2025-02-18,2025-02-25,feature_use
49,free,2025-02-18,2025-02-27,session
49,free,2025-02-18,2025-02-25,session
49,free,2025-02-18,2025-03-03,session
49,free,2025-02-18,2025-03-03,session
49,free,2025-02-18,2025-03-09,session
49,free,2025-02-18,2025-03-05,session
49,free,2025-02-18,2025-03-04,session
49,free,2025-02-18,2025-03-09,purchase
49,free,2025-02-18,2025-03-05,session
49,free,2025-02-18,2025-03-10,session
49,free,2025-02-18,2025-03-04,purchase
