datetime,load,solar,wind
2015-08-17 20:00:00+00:00,51438,0,8040
2015-08-17 21:00:00+00:00,47028,0,7805
2015-08-17 22:00:00+00:00,43915,0,7680
2015-08-17 23:00:00+00:00,42130,0,7497
2015-08-18 00:00:00+00:00,41242,0,7728
2015-08-18 01:00:00+00:00,41180,0,7638
2015-08-18 02:00:00+00:00,42159,0,7768
2015-08-18 03:00:00+00:00,45550,0,7672
2015-08-18 04:00:00+00:00,52389,153,7320
2015-08-18 05:00:00+00:00,57848,1297,6679
2015-08-18 06:00:00+00:00,61105,3364,6180
2015-08-18 07:00:00+00:00,62636,6055,5684
2015-08-18 08:00:00+00:00,64223,8665,5044
2015-08-18 09:00:00+00:00,65813,10680,4601
2015-08-18 10:00:00+00:00,65334,11939,4407
2015-08-18 11:00:00+00:00,64867,12319,4137
2015-08-18 12:00:00+00:00,63360,11572,3704
2015-08-18 13:00:00+00:00,61641,10062,3467
2015-08-18 14:00:00+00:00,60253,8020,3266
2015-08-18 15:00:00+00:00,59631,5698,2581
2015-08-18 16:00:00+00:00,59032,3318,2418
2015-08-18 17:00:00+00:00,58004,1105,2399
2015-08-18 18:00:00+00:00,56621,82,2378
2015-08-18 19:00:00+00:00,55150,0,2126
2015-08-18 20:00:00+00:00,50796,0,1930
2015-08-18 21:00:00+00:00,46113,0,1816
2015-08-18 22:00:00+00:00,43609,0,1867
2015-08-18 23:00:00+00:00,41836,0,2046
2015-08-19 00:00:00+00:00,41069,0,2146
2015-08-19 01:00:00+00:00,41165,0,2220
2015-08-19 02:00:00+00:00,42215,0,2326
2015-08-19 03:00:00+00:00,45703,0,2236
2015-08-19 04:00:00+00:00,52133,241,1860
2015-08-19 05:00:00+00:00,57746,1832,1537
2015-08-19 06:00:00+00:00,60705,4599,1024
2015-08-19 07:00:00+00:00,61816,8096,791
2015-08-19 08:00:00+00:00,63371,10938,776
2015-08-19 09:00:00+00:00,64879,12423,972
2015-08-19 10:00:00+00:00,63976,12937,1298
2015-08-19 11:00:00+00:00,63123,12874,1298
2015-08-19 12:00:00+00:00,61815,11958,1162
2015-08-19 13:00:00+00:00,60609,10250,1192
2015-08-19 14:00:00+00:00,59513,8238,1200
2015-08-19 15:00:00+00:00,59015,5802,1433
2015-08-19 16:00:00+00:00,58593,3153,1467
2015-08-19 17:00:00+00:00,57889,1087,1328
2015-08-19 18:00:00+00:00,56731,98,1320
2015-08-19 19:00:00+00:00,55457,0,1408
2015-08-19 20:00:00+00:00,50994,0,1326
2015-08-19 21:00:00+00:00,46561,0,1073
2015-08-19 22:00:00+00:00,43873,0,859
2015-08-19 23:00:00+00:00,42194,0,757
2015-08-20 00:00:00+00:00,41231,0,828
2015-08-20 01:00:00+00:00,41296,0,949
2015-08-20 02:00:00+00:00,42496,0,961
2015-08-20 03:00:00+00:00,45873,0,842
2015-08-20 04:00:00+00:00,52506,226,824
2015-08-20 05:00:00+00:00,57784,1874,723
2015-08-20 06:00:00+00:00,60665,4528,411
2015-08-20 07:00:00+00:00,61975,8415,177
2015-08-20 08:00:00+00:00,63506,12184,204
2015-08-20 09:00:00+00:00,64590,14638,698
2015-08-20 10:00:00+00:00,64093,15680,900
2015-08-20 11:00:00+00:00,63294,15618,828
2015-08-20 12:00:00+00:00,62223,14344,725
2015-08-20 13:00:00+00:00,61236,12645,706
2015-08-20 14:00:00+00:00,59810,10485,802
2015-08-20 15:00:00+00:00,59528,7406,976
2015-08-20 16:00:00+00:00,59144,4056,1213
2015-08-20 17:00:00+00:00,58186,1322,1461
2015-08-20 18:00:00+00:00,56710,109,1944
2015-08-20 19:00:00+00:00,55359,0,2538
2015-08-20 20:00:00+00:00,51400,0,2900
2015-08-20 21:00:00+00:00,47051,0,3177
2015-08-20 22:00:00+00:00,44247,0,3026
2015-08-20 23:00:00+00:00,42726,0,2731
2015-08-21 00:00:00+00:00,41813,0,2442
2015-08-21 01:00:00+00:00,41907,0,2221
2015-08-21 02:00:00+00:00,42804,0,2056
2015-08-21 03:00:00+00:00,46095,0,1958
2015-08-21 04:00:00+00:00,52677,258,1857
2015-08-21 05:00:00+00:00,57922,2369,1717
2015-08-21 06:00:00+00:00,60736,6506,1334
2015-08-21 07:00:00+00:00,62124,11711,812
2015-08-21 08:00:00+00:00,63526,16811,942
2015-08-21 09:00:00+00:00,64541,20711,1317
2015-08-21 10:00:00+00:00,63681,22546,1632
2015-08-21 11:00:00+00:00,62508,22162,1663
2015-08-21 12:00:00+00:00,61020,20557,1509
2015-08-21 13:00:00+00:00,59708,18136,1147
2015-08-21 14:00:00+00:00,58602,14694,1084
2015-08-21 15:00:00+00:00,57928,10098,1226
2015-08-21 16:00:00+00:00,57134,5236,1354
2015-08-21 17:00:00+00:00,55973,1569,1625
2015-08-21 18:00:00+00:00,54352,104,2617
2015-08-21 19:00:00+00:00,53074,0,4105
2015-08-21 20:00:00+00:00,49287,0,5016
2015-08-21 21:00:00+00:00,45706,0,5361
2015-08-21 22:00:00+00:00,43002,0,5201
2015-08-21 23:00:00+00:00,41072,0,4998
2015-08-22 00:00:00+00:00,39781,0,4548
2015-08-22 01:00:00+00:00,39269,0,3968
2015-08-22 02:00:00+00:00,39211,0,3333
2015-08-22 03:00:00+00:00,39650,0,3002
2015-08-22 04:00:00+00:00,41287,292,2822
2015-08-22 05:00:00+00:00,44668,2861,2768
2015-08-22 06:00:00+00:00,48648,7919,2280
2015-08-22 07:00:00+00:00,51757,13604,1336
2015-08-22 08:00:00+00:00,53879,18431,1272
2015-08-22 09:00:00+00:00,54988,21755,2049
2015-08-22 10:00:00+00:00,54509,23336,3422
2015-08-22 11:00:00+00:00,52571,23239,4040
2015-08-22 12:00:00+00:00,51051,21921,4104
2015-08-22 13:00:00+00:00,50015,19395,4276
2015-08-22 14:00:00+00:00,49025,15702,4592
2015-08-22 15:00:00+00:00,48671,10804,5176
2015-08-22 16:00:00+00:00,49006,5477,5681
2015-08-22 17:00:00+00:00,48414,1521,6122
2015-08-22 18:00:00+00:00,47196,89,8090
2015-08-22 19:00:00+00:00,46962,0,10324
2015-08-22 20:00:00+00:00,44593,0,11587
2015-08-22 21:00:00+00:00,41712,0,12138
2015-08-22 22:00:00+00:00,39218,0,11734
2015-08-22 23:00:00+00:00,37346,0,11101
2015-08-23 00:00:00+00:00,36146,0,10713
2015-08-23 01:00:00+00:00,35590,0,10145
2015-08-23 02:00:00+00:00,35329,0,9661
2015-08-23 03:00:00+00:00,35575,0,9846
2015-08-23 04:00:00+00:00,35653,264,10364
2015-08-23 05:00:00+00:00,38153,2718,9973
2015-08-23 06:00:00+00:00,41710,7639,7971
2015-08-23 07:00:00+00:00,45023,13360,6875
2015-08-23 08:00:00+00:00,46981,18288,8578
2015-08-23 09:00:00+00:00,49273,21657,12478
2015-08-23 10:00:00+00:00,49311,23107,15516
2015-08-23 11:00:00+00:00,48676,22742,16405
2015-08-23 12:00:00+00:00,48314,20870,16202
2015-08-23 13:00:00+00:00,47600,17052,15835
2015-08-23 14:00:00+00:00,47164,12142,15934
2015-08-23 15:00:00+00:00,47900,7342,14152
2015-08-23 16:00:00+00:00,48101,3265,11925
2015-08-23 17:00:00+00:00,47855,823,10599
2015-08-23 18:00:00+00:00,48088,49,11094
2015-08-23 19:00:00+00:00,47866,0,12604
2015-08-23 20:00:00+00:00,46609,0,13159
2015-08-23 21:00:00+00:00,43399,0,12934
2015-08-23 22:00:00+00:00,40921,0,13720
2015-08-23 23:00:00+00:00,39798,0,13103
2015-08-24 00:00:00+00:00,39094,0,11787
2015-08-24 01:00:00+00:00,39374,0,10563
2015-08-24 02:00:00+00:00,40866,0,9736
2015-08-24 03:00:00+00:00,44611,0,8885
2015-08-24 04:00:00+00:00,52393,110,8374
2015-08-24 05:00:00+00:00,58465,1414,8059
2015-08-24 06:00:00+00:00,61747,4612,7095
2015-08-24 07:00:00+00:00,63005,8962,6211
2015-08-24 08:00:00+00:00,65491,12397,6079
2015-08-24 09:00:00+00:00,66523,14081,6737
2015-08-24 10:00:00+00:00,65743,14739,6930
2015-08-24 11:00:00+00:00,64999,15726,7660
2015-08-24 12:00:00+00:00,65099,15790,7922
2015-08-24 13:00:00+00:00,64299,13554,8596
2015-08-24 14:00:00+00:00,62260,9467,10390
2015-08-24 15:00:00+00:00,61744,5744,11670
2015-08-24 16:00:00+00:00,61056,2727,12652
2015-08-24 17:00:00+00:00,61320,716,14046
2015-08-24 18:00:00+00:00,60144,46,15876
2015-08-24 19:00:00+00:00,58463,0,17162
2015-08-24 20:00:00+00:00,54836,0,16096
2015-08-24 21:00:00+00:00,51531,0,15329
2015-08-24 22:00:00+00:00,49396,0,15210
2015-08-24 23:00:00+00:00,48066,0,15405
2015-08-25 00:00:00+00:00,47260,0,16042
2015-08-25 01:00:00+00:00,46948,0,16546
2015-08-25 02:00:00+00:00,47950,0,17156
2015-08-25 03:00:00+00:00,51388,0,17479
2015-08-25 04:00:00+00:00,57688,108,18460
2015-08-25 05:00:00+00:00,62327,1190,19278
2015-08-25 06:00:00+00:00,65198,3481,19934
2015-08-25 07:00:00+00:00,66629,6758,20546
2015-08-25 08:00:00+00:00,68400,10432,22094
2015-08-25 09:00:00+00:00,69738,13418,22880
2015-08-25 10:00:00+00:00,69884,15783,22749
2015-08-25 11:00:00+00:00,69142,16785,22098
2015-08-25 12:00:00+00:00,67515,16512,20671
2015-08-25 13:00:00+00:00,66004,15378,18816
2015-08-25 14:00:00+00:00,63081,12818,17039
2015-08-25 15:00:00+00:00,62071,8863,15352
2015-08-25 16:00:00+00:00,61423,4540,12664
2015-08-25 17:00:00+00:00,61055,1193,9572
2015-08-25 18:00:00+00:00,59927,45,9121
2015-08-25 19:00:00+00:00,58386,0,10202
2015-08-25 20:00:00+00:00,55332,0,10600
2015-08-25 21:00:00+00:00,51611,0,11362
2015-08-25 22:00:00+00:00,49114,0,12174
2015-08-25 23:00:00+00:00,47931,0,12774
2015-08-26 00:00:00+00:00,47265,0,13042
2015-08-26 01:00:00+00:00,47462,0,13398
2015-08-26 02:00:00+00:00,48765,0,12907
2015-08-26 03:00:00+00:00,51660,0,12398
2015-08-26 04:00:00+00:00,57346,190,12125
2015-08-26 05:00:00+00:00,61501,2220,11745
2015-08-26 06:00:00+00:00,64005,6544,10788
2015-08-26 07:00:00+00:00,65305,12122,9927
2015-08-26 08:00:00+00:00,67358,17291,10547
2015-08-26 09:00:00+00:00,68487,20983,10817
2015-08-26 10:00:00+00:00,67950,23002,11642
2015-08-26 11:00:00+00:00,67721,23510,12190
2015-08-26 12:00:00+00:00,66858,22595,12669
2015-08-26 13:00:00+00:00,66052,19895,12516
2015-08-26 14:00:00+00:00,64233,15424,11498
2015-08-26 15:00:00+00:00,62515,10198,9774
2015-08-26 16:00:00+00:00,61771,5030,8404
2015-08-26 17:00:00+00:00,60613,1199,7857
2015-08-26 18:00:00+00:00,59171,41,10396
2015-08-26 19:00:00+00:00,57849,0,13345
2015-08-26 20:00:00+00:00,54179,0,15596
2015-08-26 21:00:00+00:00,49860,0,16105
2015-08-26 22:00:00+00:00,46534,0,15318
2015-08-26 23:00:00+00:00,44257,0,13868
2015-08-27 00:00:00+00:00,43011,0,12880
2015-08-27 01:00:00+00:00,42935,0,12873
2015-08-27 02:00:00+00:00,43995,0,13384
2015-08-27 03:00:00+00:00,48184,0,13822
2015-08-27 04:00:00+00:00,55752,172,13594
2015-08-27 05:00:00+00:00,61470,1901,13519
2015-08-27 06:00:00+00:00,64015,5046,11996
2015-08-27 07:00:00+00:00,65554,8900,10654
2015-08-27 08:00:00+00:00,67157,12289,9818
2015-08-27 09:00:00+00:00,68679,14752,9372
2015-08-27 10:00:00+00:00,68025,15749,8607
2015-08-27 11:00:00+00:00,67838,15728,8371
2015-08-27 12:00:00+00:00,66475,14543,8608
2015-08-27 13:00:00+00:00,64827,12172,8028
2015-08-27 14:00:00+00:00,62909,9274,7476
2015-08-27 15:00:00+00:00,62033,5856,6728
2015-08-27 16:00:00+00:00,61900,2713,6372
2015-08-27 17:00:00+00:00,60611,629,6176
2015-08-27 18:00:00+00:00,59145,13,6375
2015-08-27 19:00:00+00:00,56188,0,6958
2015-08-27 20:00:00+00:00,52163,0,7207
2015-08-27 21:00:00+00:00,48167,0,6177
2015-08-27 22:00:00+00:00,45392,0,5244
2015-08-27 23:00:00+00:00,43417,0,4751
2015-08-28 00:00:00+00:00,42443,0,4450
2015-08-28 01:00:00+00:00,42606,0,4164
2015-08-28 02:00:00+00:00,43600,0,3919
2015-08-28 03:00:00+00:00,46748,0,3860
2015-08-28 04:00:00+00:00,54354,89,3794
2015-08-28 05:00:00+00:00,60193,1060,3720
2015-08-28 06:00:00+00:00,63338,2892,3583
2015-08-28 07:00:00+00:00,64482,5747,3659
2015-08-28 08:00:00+00:00,66282,9431,3752
2015-08-28 09:00:00+00:00,68083,12340,3792
2015-08-28 10:00:00+00:00,66872,13466,4124
2015-08-28 11:00:00+00:00,65042,13903,4139
2015-08-28 12:00:00+00:00,63143,13667,4236
2015-08-28 13:00:00+00:00,61722,12453,4281
2015-08-28 14:00:00+00:00,60230,10316,3916
2015-08-28 15:00:00+00:00,59801,7230,3602
2015-08-28 16:00:00+00:00,58600,3622,2905
2015-08-28 17:00:00+00:00,57460,878,2530
2015-08-28 18:00:00+00:00,56530,35,2646
2015-08-28 19:00:00+00:00,54335,0,2995
2015-08-28 20:00:00+00:00,50325,0,3284
2015-08-28 21:00:00+00:00,46619,0,3223
2015-08-28 22:00:00+00:00,43772,0,3140
2015-08-28 23:00:00+00:00,41633,0,2904
2015-08-29 00:00:00+00:00,40334,0,2795
2015-08-29 01:00:00+00:00,39918,0,2432
2015-08-29 02:00:00+00:00,39928,0,2133
2015-08-29 03:00:00+00:00,40755,0,2061
2015-08-29 04:00:00+00:00,42606,151,2194
2015-08-29 05:00:00+00:00,45914,2092,2207
2015-08-29 06:00:00+00:00,49619,6133,2010
2015-08-29 07:00:00+00:00,52892,11462,1551
2015-08-29 08:00:00+00:00,54713,16592,1449
2015-08-29 09:00:00+00:00,55911,20330,1548
2015-08-29 10:00:00+00:00,55322,22174,1514
2015-08-29 11:00:00+00:00,53355,22504,1433
2015-08-29 12:00:00+00:00,51699,21353,1379
2015-08-29 13:00:00+00:00,50357,18854,1222
2015-08-29 14:00:00+00:00,49752,15020,958
2015-08-29 15:00:00+00:00,49618,9938,726
2015-08-29 16:00:00+00:00,49642,4582,542
2015-08-29 17:00:00+00:00,49081,981,603
2015-08-29 18:00:00+00:00,48707,28,1012
2015-08-29 19:00:00+00:00,47229,0,1602
2015-08-29 20:00:00+00:00,44659,0,2114
2015-08-29 21:00:00+00:00,41757,0,2438
2015-08-29 22:00:00+00:00,39419,0,2544
2015-08-29 23:00:00+00:00,37703,0,2380
2015-08-30 00:00:00+00:00,36470,0,2142
2015-08-30 01:00:00+00:00,35815,0,2078
2015-08-30 02:00:00+00:00,35780,0,2028
2015-08-30 03:00:00+00:00,36272,0,2092
2015-08-30 04:00:00+00:00,36988,127,2210
2015-08-30 05:00:00+00:00,39085,2004,2376
2015-08-30 06:00:00+00:00,41908,6012,2106
2015-08-30 07:00:00+00:00,45347,10792,1448
2015-08-30 08:00:00+00:00,45367,15132,1262
2015-08-30 09:00:00+00:00,50021,18527,1392
2015-08-30 10:00:00+00:00,46521,20761,1455
2015-08-30 11:00:00+00:00,46079,21541,1644
2015-08-30 12:00:00+00:00,46999,20734,1824
2015-08-30 13:00:00+00:00,45442,18324,1882
2015-08-30 14:00:00+00:00,43069,14335,2009
2015-08-30 15:00:00+00:00,45024,9211,2198
2015-08-30 16:00:00+00:00,47487,4047,2202
2015-08-30 17:00:00+00:00,48581,824,2400
2015-08-30 18:00:00+00:00,49570,24,2894
2015-08-30 19:00:00+00:00,49132,0,3541
2015-08-30 20:00:00+00:00,47192,0,3726
2015-08-30 21:00:00+00:00,43936,0,3797
2015-08-30 22:00:00+00:00,41696,0,3726
2015-08-30 23:00:00+00:00,40390,0,3539
2015-08-31 00:00:00+00:00,39865,0,3251
2015-08-31 01:00:00+00:00,40282,0,2827
2015-08-31 02:00:00+00:00,41581,0,2816
2015-08-31 03:00:00+00:00,46113,0,3404
2015-08-31 04:00:00+00:00,54234,124,3213
2015-08-31 05:00:00+00:00,60213,1936,2732
2015-08-31 06:00:00+00:00,63459,6000,2544
2015-08-31 07:00:00+00:00,65221,11387,2368
2015-08-31 08:00:00+00:00,67268,16196,1836
2015-08-31 09:00:00+00:00,68598,19556,1848
2015-08-31 10:00:00+00:00,68068,21582,2522
2015-08-31 11:00:00+00:00,67384,22112,3280
2015-08-31 12:00:00+00:00,66080,20987,4152
2015-08-31 13:00:00+00:00,64972,18445,4928
2015-08-31 14:00:00+00:00,63181,14419,5406
2015-08-31 15:00:00+00:00,62527,9150,5134
2015-08-31 16:00:00+00:00,61840,4032,4864
2015-08-31 17:00:00+00:00,60839,774,5452
2015-08-31 18:00:00+00:00,60961,18,6001
2015-08-31 19:00:00+00:00,58715,0,6796
2015-08-31 20:00:00+00:00,54330,0,6294
2015-08-31 21:00:00+00:00,49660,0,6221
2015-08-31 22:00:00+00:00,46546,0,6453
2015-08-31 23:00:00+00:00,44968,0,7110
2015-09-01 00:00:00+00:00,43733,0,7656
2015-09-01 01:00:00+00:00,44111,0,7810
2015-09-01 02:00:00+00:00,45155,0,7265
2015-09-01 03:00:00+00:00,48666,0,7252
2015-09-01 04:00:00+00:00,56242,100,7685
2015-09-01 05:00:00+00:00,62592,1584,7542
2015-09-01 06:00:00+00:00,65979,4934,7041
2015-09-01 07:00:00+00:00,66358,8610,6705
2015-09-01 08:00:00+00:00,68283,11348,7136
2015-09-01 09:00:00+00:00,69765,13071,7478
2015-09-01 10:00:00+00:00,69276,13350,8122
2015-09-01 11:00:00+00:00,67904,12248,8805
2015-09-01 12:00:00+00:00,67237,10512,9458
2015-09-01 13:00:00+00:00,65816,8038,10980
2015-09-01 14:00:00+00:00,64366,5530,12160
2015-09-01 15:00:00+00:00,63463,3292,12462
2015-09-01 16:00:00+00:00,62761,1533,11745
2015-09-01 17:00:00+00:00,62116,434,11049
2015-09-01 18:00:00+00:00,60478,12,10542
2015-09-01 19:00:00+00:00,57086,0,10924
2015-09-01 20:00:00+00:00,52873,0,10606
2015-09-01 21:00:00+00:00,48592,0,10568
2015-09-01 22:00:00+00:00,45708,0,10345
2015-09-01 23:00:00+00:00,43698,0,9986
2015-09-02 00:00:00+00:00,42836,0,9781
2015-09-02 01:00:00+00:00,43380,0,9886
2015-09-02 02:00:00+00:00,44539,0,9596
2015-09-02 03:00:00+00:00,48138,0,9580
2015-09-02 04:00:00+00:00,55479,88,9524
2015-09-02 05:00:00+00:00,60564,1562,9115
2015-09-02 06:00:00+00:00,63821,5032,8582
2015-09-02 07:00:00+00:00,65424,9397,8955
2015-09-02 08:00:00+00:00,67863,13248,9685
2015-09-02 09:00:00+00:00,69407,15346,9846
2015-09-02 10:00:00+00:00,68066,15900,9561
2015-09-02 11:00:00+00:00,66968,15466,9193
2015-09-02 12:00:00+00:00,65914,14232,8254
2015-09-02 13:00:00+00:00,64350,11759,7558
2015-09-02 14:00:00+00:00,62418,8870,7064
2015-09-02 15:00:00+00:00,61878,5843,6611
2015-09-02 16:00:00+00:00,61424,2794,5788
2015-09-02 17:00:00+00:00,60941,561,4894
2015-09-02 18:00:00+00:00,60550,10,4708
2015-09-02 19:00:00+00:00,57366,0,5014
2015-09-02 20:00:00+00:00,52940,0,4938
2015-09-02 21:00:00+00:00,48553,0,4720
2015-09-02 22:00:00+00:00,45862,0,4978
2015-09-02 23:00:00+00:00,44164,0,4960
2015-09-03 00:00:00+00:00,43256,0,4813
2015-09-03 01:00:00+00:00,43472,0,4636
2015-09-03 02:00:00+00:00,44713,0,4586
2015-09-03 03:00:00+00:00,48404,0,4678
2015-09-03 04:00:00+00:00,56429,52,4812
2015-09-03 05:00:00+00:00,61324,1072,4686
2015-09-03 06:00:00+00:00,64034,3480,4293
2015-09-03 07:00:00+00:00,64567,6442,3758
2015-09-03 08:00:00+00:00,65836,9471,4096
2015-09-03 09:00:00+00:00,67703,11535,4720
2015-09-03 10:00:00+00:00,67275,11929,4926
2015-09-03 11:00:00+00:00,66510,11559,5126
2015-09-03 12:00:00+00:00,64319,10868,4945
2015-09-03 13:00:00+00:00,63238,9660,5062
2015-09-03 14:00:00+00:00,61750,7632,4791
2015-09-03 15:00:00+00:00,61069,4952,4826
2015-09-03 16:00:00+00:00,60673,2364,4511
2015-09-03 17:00:00+00:00,60785,512,4185
2015-09-03 18:00:00+00:00,60544,8,4135
2015-09-03 19:00:00+00:00,57438,0,4614
2015-09-03 20:00:00+00:00,52789,0,4990
2015-09-03 21:00:00+00:00,49070,0,5251
2015-09-03 22:00:00+00:00,45831,0,5342
2015-09-03 23:00:00+00:00,43801,0,5532
2015-09-04 00:00:00+00:00,42997,0,5720
2015-09-04 01:00:00+00:00,43046,0,5726
2015-09-04 02:00:00+00:00,44089,0,6001
2015-09-04 03:00:00+00:00,47641,0,6290
2015-09-04 04:00:00+00:00,55543,60,6708
2015-09-04 05:00:00+00:00,61036,1507,6764
2015-09-04 06:00:00+00:00,63880,4876,6674
2015-09-04 07:00:00+00:00,64464,9058,6712
2015-09-04 08:00:00+00:00,66032,13330,7622
2015-09-04 09:00:00+00:00,67427,15444,8933
2015-09-04 10:00:00+00:00,67290,15880,10127
2015-09-04 11:00:00+00:00,65978,15280,10957
2015-09-04 12:00:00+00:00,64332,14497,11587
2015-09-04 13:00:00+00:00,62411,12829,12081
2015-09-04 14:00:00+00:00,61444,10268,12381
2015-09-04 15:00:00+00:00,60584,6724,11842
2015-09-04 16:00:00+00:00,59565,2958,11332
2015-09-04 17:00:00+00:00,58821,483,10748
2015-09-04 18:00:00+00:00,58477,7,11447
2015-09-04 19:00:00+00:00,55345,0,12880
2015-09-04 20:00:00+00:00,51613,0,13884
2015-09-04 21:00:00+00:00,47441,0,14046
2015-09-04 22:00:00+00:00,44214,0,14572
2015-09-04 23:00:00+00:00,42548,0,15724
2015-09-05 00:00:00+00:00,41929,0,16192
2015-09-05 01:00:00+00:00,41473,0,15811
2015-09-05 02:00:00+00:00,41420,0,15587
2015-09-05 03:00:00+00:00,42079,0,15506
2015-09-05 04:00:00+00:00,44414,35,15345
2015-09-05 05:00:00+00:00,47379,1007,14933
2015-09-05 06:00:00+00:00,51273,3613,15435
2015-09-05 07:00:00+00:00,54683,7344,16725
2015-09-05 08:00:00+00:00,56964,10696,17878
2015-09-05 09:00:00+00:00,58712,12498,19257
2015-09-05 10:00:00+00:00,57734,12932,20619
2015-09-05 11:00:00+00:00,56198,12523,21569
2015-09-05 12:00:00+00:00,54906,11372,21855
2015-09-05 13:00:00+00:00,53222,9296,21822
2015-09-05 14:00:00+00:00,52701,7288,21515
2015-09-05 15:00:00+00:00,53124,4649,20940
2015-09-05 16:00:00+00:00,53117,2055,19575
2015-09-05 17:00:00+00:00,52797,332,18615
2015-09-05 18:00:00+00:00,52262,6,18727
2015-09-05 19:00:00+00:00,49605,0,19014
2015-09-05 20:00:00+00:00,46882,0,19399
2015-09-05 21:00:00+00:00,43484,0,19846
2015-09-05 22:00:00+00:00,40662,0,20026
2015-09-05 23:00:00+00:00,38694,0,20670
2015-09-06 00:00:00+00:00,37793,0,20801
2015-09-06 01:00:00+00:00,37595,0,21043
2015-09-06 02:00:00+00:00,37813,0,21311
2015-09-06 03:00:00+00:00,38162,0,21745
2015-09-06 04:00:00+00:00,39026,20,22880
2015-09-06 05:00:00+00:00,40903,857,23102
2015-09-06 06:00:00+00:00,44682,3436,23098
2015-09-06 07:00:00+00:00,48233,6679,23288
2015-09-06 08:00:00+00:00,50466,9468,23570
2015-09-06 09:00:00+00:00,54410,11810,24057
2015-09-06 10:00:00+00:00,53900,12366,24122
2015-09-06 11:00:00+00:00,51897,12050,24050
2015-09-06 12:00:00+00:00,50366,11948,23393
2015-09-06 13:00:00+00:00,49332,10922,23329
2015-09-06 14:00:00+00:00,49203,8992,22568
2015-09-06 15:00:00+00:00,49826,5980,21286
2015-09-06 16:00:00+00:00,50350,2677,19830
2015-09-06 17:00:00+00:00,50720,387,17538
2015-09-06 18:00:00+00:00,51673,6,15431
2015-09-06 19:00:00+00:00,49269,0,14541
2015-09-06 20:00:00+00:00,47350,0,13809
2015-09-06 21:00:00+00:00,44045,0,12929
2015-09-06 22:00:00+00:00,41453,0,12078
2015-09-06 23:00:00+00:00,39936,0,11283
2015-09-07 00:00:00+00:00,39188,0,10645
2015-09-07 01:00:00+00:00,39586,0,10064
2015-09-07 02:00:00+00:00,41416,0,9523
2015-09-07 03:00:00+00:00,46005,0,8766
2015-09-07 04:00:00+00:00,55315,27,8052
2015-09-07 05:00:00+00:00,61095,798,7209
2015-09-07 06:00:00+00:00,63821,2956,6138
2015-09-07 07:00:00+00:00,65051,5708,5460
2015-09-07 08:00:00+00:00,66279,8656,5307
2015-09-07 09:00:00+00:00,67533,10851,5585
2015-09-07 10:00:00+00:00,66920,11940,5686
2015-09-07 11:00:00+00:00,66035,12038,5650
2015-09-07 12:00:00+00:00,65269,11494,5708
2015-09-07 13:00:00+00:00,64057,9678,5884
2015-09-07 14:00:00+00:00,62533,7543,5907
2015-09-07 15:00:00+00:00,62189,4949,5888
2015-09-07 16:00:00+00:00,61890,2106,5305
2015-09-07 17:00:00+00:00,62057,288,4372
2015-09-07 18:00:00+00:00,61686,6,4370
2015-09-07 19:00:00+00:00,57809,0,4441
2015-09-07 20:00:00+00:00,53491,0,4342
2015-09-07 21:00:00+00:00,48927,0,4440
2015-09-07 22:00:00+00:00,45558,0,4377
2015-09-07 23:00:00+00:00,43789,0,4207
2015-09-08 00:00:00+00:00,42780,0,4203
2015-09-08 01:00:00+00:00,43215,0,4455
2015-09-08 02:00:00+00:00,44577,0,4427
2015-09-08 03:00:00+00:00,48463,0,4246
2015-09-08 04:00:00+00:00,56619,35,4274
2015-09-08 05:00:00+00:00,61421,1207,4113
2015-09-08 06:00:00+00:00,64089,4256,3152
2015-09-08 07:00:00+00:00,64539,8126,2214
2015-09-08 08:00:00+00:00,65718,12354,2417
2015-09-08 09:00:00+00:00,67705,15306,2878
2015-09-08 10:00:00+00:00,67576,15839,3058
2015-09-08 11:00:00+00:00,67270,15141,3051
2015-09-08 12:00:00+00:00,66057,14081,3005
2015-09-08 13:00:00+00:00,64341,12337,3031
2015-09-08 14:00:00+00:00,62632,9830,3077
2015-09-08 15:00:00+00:00,62192,6467,2947
2015-09-08 16:00:00+00:00,61738,2670,2795
2015-09-08 17:00:00+00:00,62067,354,2622
2015-09-08 18:00:00+00:00,62316,0,2823
2015-09-08 19:00:00+00:00,58175,0,3184
2015-09-08 20:00:00+00:00,53832,0,3346
2015-09-08 21:00:00+00:00,49203,0,3337
2015-09-08 22:00:00+00:00,46051,0,3150
2015-09-08 23:00:00+00:00,43967,0,2862
2015-09-09 00:00:00+00:00,42856,0,2588
2015-09-09 01:00:00+00:00,43114,0,2732
2015-09-09 02:00:00+00:00,44465,0,2730
2015-09-09 03:00:00+00:00,48566,0,2591
2015-09-09 04:00:00+00:00,56344,29,2539
2015-09-09 05:00:00+00:00,61207,1378,2646
2015-09-09 06:00:00+00:00,63819,5538,2039
2015-09-09 07:00:00+00:00,64688,10836,1331
2015-09-09 08:00:00+00:00,66152,15149,1810
2015-09-09 09:00:00+00:00,68082,17251,2968
2015-09-09 10:00:00+00:00,67313,17507,3406
2015-09-09 11:00:00+00:00,66410,17492,3649
2015-09-09 12:00:00+00:00,65135,16871,3700
2015-09-09 13:00:00+00:00,63734,15788,3648
2015-09-09 14:00:00+00:00,62189,12669,3725
2015-09-09 15:00:00+00:00,60978,8028,3888
2015-09-09 16:00:00+00:00,61069,3350,4085
