customer_id,plan,region,acquisition_channel,tenure_months,seats,monthly_price,tickets_last_90d,nps,weekly_active_days,feature_adoption,used_discount,churned
C000114,pro,LATAM,organic,5,9,51.1,0,8.1,2.79,0.362,1,0
C000115,basic,NA,paid,51,8,28.06,4,36.7,3.47,0.79,0,0
C000116,pro,APAC,organic,27,13,59.75,1,-12.6,3.86,0.395,1,0
C000117,pro,NA,organic,34,12,61.11,2,54.1,4.48,0.472,0,0
C000118,pro,NA,paid,52,7,70.28,3,46.1,5.94,0.543,1,1
C000119,basic,APAC,organic,51,8,20.03,2,44.6,3.55,0.824,0,0
C000120,pro,NA,organic,50,9,62.62,3,38.4,4.46,0.663,0,1
C000121,pro,NA,organic,12,8,53.08,0,30.1,0.83,0.152,0,1
C000122,pro,NA,paid,45,11,60.93,1,7.6,3.28,0.34,0,0
C000123,basic,EU,organic,60,8,18.74,0,16.6,4.6,0.322,0,1
C000124,basic,NA,sales,1,5,16.67,5,15.7,5.19,0.42,0,0
C000125,basic,NA,sales,53,10,21.96,2,-8.7,1.22,0.247,0,1
C000126,basic,NA,partner,52,3,28.4,1,63.9,3.51,0.398,1,0
C000127,basic,NA,organic,51,8,25.94,0,-3.0,2.92,0.59,1,0
C000128,basic,NA,paid,24,5,18.23,0,15.8,5.3,0.511,0,0
C000129,basic,EU,organic,12,1,29.84,3,19.7,1.43,0.548,1,0
C000130,pro,NA,sales,44,9,47.75,5,35.9,4.46,0.449,0,0
C000131,basic,NA,paid,38,7,28.77,1,16.8,4.15,0.358,0,0
C000132,enterprise,EU,organic,44,23,212.17,1,9.9,4.68,0.289,0,0
C000133,pro,APAC,organic,16,3,62.1,3,52.1,3.81,0.503,0,0
C000134,basic,NA,partner,11,8,32.44,3,100.0,4.39,0.332,0,0
C000135,pro,NA,sales,55,7,73.61,1,81.0,4.71,0.396,0,0
C000136,basic,NA,paid,31,9,29.94,1,29.9,2.73,0.277,0,0
C000137,enterprise,LATAM,organic,52,19,234.32,3,-14.1,3.4,0.767,0,0
C000138,basic,NA,partner,56,11,25.46,0,-15.5,4.83,0.76,0,0
C000139,pro,NA,partner,28,6,51.47,1,52.0,3.94,0.733,0,0
C000140,basic,NA,partner,16,9,20.86,2,29.2,0.78,0.387,0,1
C000141,basic,NA,organic,54,9,32.41,1,31.9,1.47,0.665,0,0
C000142,basic,NA,paid,43,7,29.36,0,35.4,5.64,0.708,1,0
C000143,enterprise,NA,sales,40,45,237.31,0,10.6,2.98,0.29,0,0
C000144,pro,EU,organic,58,13,62.73,3,27.6,0.53,0.435,0,0
C000145,basic,EU,organic,15,6,26.26,1,41.4,2.86,0.596,0,1
C000146,basic,EU,organic,22,14,29.77,1,68.4,4.75,0.439,0,1
C000147,basic,APAC,organic,3,8,29.57,2,69.5,2.84,0.076,1,0
C000148,basic,NA,partner,24,6,26.51,0,46.1,5.57,0.592,1,1
C000149,basic,LATAM,organic,27,9,25.48,0,16.3,2.13,0.909,0,0
C000150,basic,APAC,paid,28,9,29.79,2,33.0,4.29,0.548,0,1
C000151,pro,APAC,organic,10,13,72.28,2,58.7,4.8,0.506,0,0
C000152,pro,APAC,sales,49,8,64.64,3,74.9,4.02,0.143,0,0
C000153,basic,NA,partner,30,11,18.03,4,60.7,4.55,0.301,0,0
C000154,pro,NA,paid,27,7,70.21,0,15.0,6.1,0.829,0,0
C000155,basic,NA,paid,52,7,26.05,0,57.4,4.43,0.791,0,0
C000156,pro,NA,organic,30,5,63.69,3,13.3,1.04,0.891,0,0
C000157,basic,EU,partner,54,5,34.13,2,55.1,3.55,0.718,0,0
C000158,pro,NA,paid,14,9,71.45,1,60.4,4.32,0.662,0,0
C000159,pro,NA,organic,52,6,75.03,1,48.7,5.34,0.543,0,0
C000160,pro,LATAM,sales,60,10,87.8,0,13.9,4.15,0.873,0,1
C000161,basic,EU,organic,46,8,26.21,1,1.6,4.01,0.703,0,0
C000162,enterprise,EU,paid,54,21,229.4,1,20.3,4.61,0.483,0,0
C000163,basic,NA,organic,45,13,25.04,2,43.2,4.09,0.197,0,0
C000164,basic,EU,paid,37,9,19.53,1,7.7,2.34,0.706,0,0
C000165,pro,APAC,organic,46,7,72.57,3,-16.5,5.24,0.635,0,0
C000166,basic,EU,organic,58,10,25.42,1,64.2,2.58,0.406,1,0
C000167,pro,EU,organic,37,10,54.34,0,-3.8,1.35,0.83,0,0
C000168,pro,EU,sales,42,7,59.79,0,33.3,4.05,0.273,0,0
C000169,basic,NA,organic,5,9,35.35,3,37.4,2.6,0.191,0,0
C000170,enterprise,EU,paid,58,42,266.69,0,8.3,3.82,0.436,0,1
C000171,basic,LATAM,paid,47,9,17.32,1,23.6,1.61,0.408,0,0
C000172,basic,NA,partner,10,5,22.0,0,67.2,3.78,0.619,1,1
C000173,basic,NA,organic,18,12,22.55,2,-15.1,3.09,0.511,0,0
C000174,enterprise,NA,paid,14,30,283.68,1,55.4,3.4,0.48,0,0
C000175,basic,NA,sales,20,3,24.06,5,29.0,3.79,0.15,0,0
C000176,basic,LATAM,organic,54,2,33.07,1,7.8,3.29,0.445,0,0
C000177,basic,APAC,organic,28,9,18.65,3,37.5,2.6,0.37,0,1
C000178,enterprise,NA,sales,26,29,295.2,0,17.2,1.86,0.928,0,0
C000179,pro,NA,organic,47,8,71.29,2,31.5,4.24,0.301,1,0
C000180,pro,NA,organic,23,11,62.37,1,47.6,2.62,0.515,0,0
C000181,pro,NA,organic,54,7,72.9,0,49.7,1.45,0.694,1,1
C000182,pro,EU,partner,46,10,61.77,0,17.4,2.92,0.862,1,0
C000183,basic,APAC,sales,16,8,22.23,3,47.8,2.64,0.607,0,0
C000184,basic,EU,paid,38,9,17.17,3,78.3,2.82,0.423,1,1
C000185,pro,NA,paid,29,6,65.04,1,-2.0,4.92,0.326,0,0
C000186,pro,APAC,organic,21,10,67.29,2,7.5,2.28,0.312,0,1
C000187,basic,APAC,organic,55,7,24.43,1,-9.0,6.03,0.339,0,0
C000188,basic,NA,organic,24,3,15.25,3,72.1,3.58,0.443,0,0
C000189,pro,EU,organic,8,6,50.86,1,28.5,3.01,0.64,0,0
C000190,basic,EU,organic,25,9,24.0,0,23.2,5.35,0.542,0,0
C000191,enterprise,APAC,paid,32,26,197.3,0,42.5,3.38,0.217,0,0
C000192,basic,NA,organic,8,2,29.78,1,50.8,2.93,0.373,0,1
C000193,basic,NA,organic,45,7,24.68,3,33.1,3.32,0.331,0,0
C000194,pro,EU,organic,14,8,70.84,1,62.6,7.0,0.248,0,0
C000195,basic,NA,organic,6,6,29.87,4,25.0,0.0,0.472,0,1
C000196,basic,NA,organic,33,7,22.08,3,-2.0,3.62,0.547,0,0
C000197,pro,APAC,organic,10,14,68.04,2,65.3,5.16,0.783,0,0
C000198,pro,NA,organic,47,8,67.03,0,23.1,4.2,0.237,0,0
C000199,basic,EU,paid,5,8,29.2,1,-13.8,4.2,0.369,1,0
C000200,basic,LATAM,partner,26,14,27.19,1,-46.7,4.77,0.554,0,0
C000201,pro,EU,sales,4,9,70.76,6,-9.7,4.68,0.162,0,0
C000202,enterprise,EU,partner,24,39,278.34,0,11.5,3.27,0.59,0,1
C000203,basic,EU,paid,56,8,22.2,0,28.1,4.74,0.275,1,0
C000204,basic,NA,sales,40,6,24.55,1,35.2,3.75,0.506,0,0
C000205,basic,NA,paid,33,5,28.1,1,-10.4,4.03,0.346,0,0
C000206,basic,EU,paid,10,7,26.91,0,19.4,2.28,0.213,1,1
C000207,basic,NA,organic,19,7,28.9,1,11.2,2.65,0.399,1,0
C000208,pro,NA,organic,23,7,47.45,3,37.7,2.84,0.556,0,0
C000209,basic,NA,organic,35,6,18.35,1,48.4,2.43,0.406,0,0
C000210,basic,APAC,organic,13,8,22.61,6,67.3,2.04,0.354,0,1
C000211,pro,NA,partner,60,1,67.41,3,62.0,4.85,0.09,1,0
C000212,pro,APAC,organic,40,15,65.48,0,-6.4,2.6,0.561,0,0
C000213,basic,NA,paid,19,6,23.96,3,32.0,2.04,0.211,0,0
C000214,pro,EU,sales,7,5,65.64,1,21.1,3.87,0.495,0,0
C000215,pro,NA,organic,36,7,58.65,1,23.6,2.33,0.375,0,1
C000216,pro,NA,organic,27,7,54.7,2,25.6,4.44,0.46,0,0
C000217,basic,EU,organic,41,6,19.16,3,67.8,4.04,0.442,0,0
C000218,basic,EU,organic,36,7,18.85,5,45.4,4.21,0.532,1,0
C000219,enterprise,NA,sales,39,35,270.06,2,29.1,2.34,0.479,0,1
C000220,basic,NA,paid,51,5,27.58,3,31.5,2.87,0.492,0,0
C000221,basic,NA,paid,32,11,23.59,3,-2.7,4.32,0.301,0,0
C000222,basic,NA,paid,44,6,25.56,3,43.8,1.36,0.272,0,0
C000223,pro,EU,paid,22,8,55.05,2,21.4,4.07,0.476,0,0
C000224,enterprise,NA,paid,57,51,218.61,1,8.0,3.63,0.202,0,0
C000225,basic,EU,organic,25,9,27.51,4,-4.7,5.39,0.552,1,0
C000226,enterprise,NA,organic,41,49,182.15,0,75.7,1.36,0.643,1,1
C000227,basic,EU,organic,60,5,24.07,5,15.7,2.9,0.656,0,0
C000228,pro,NA,paid,21,8,58.27,2,49.9,3.78,0.249,0,0
C000229,pro,EU,sales,7,10,79.79,1,36.1,5.39,0.375,0,0
C000230,basic,NA,paid,14,3,21.49,3,59.0,4.67,0.381,0,1
C000231,basic,LATAM,paid,15,5,28.68,2,-12.4,2.7,0.254,0,0
C000232,basic,EU,sales,4,7,22.24,1,60.7,3.86,0.424,0,0
C000233,enterprise,APAC,organic,33,49,190.89,2,65.8,4.84,0.493,0,0
C000234,pro,NA,organic,17,6,52.1,1,3.6,4.76,0.655,0,0
C000235,enterprise,NA,sales,6,27,211.31,1,47.6,5.29,0.475,0,0
C000236,pro,NA,sales,9,7,51.38,0,4.1,2.06,0.572,0,1
C000237,basic,NA,paid,17,7,23.76,0,19.5,6.25,0.429,0,0
C000238,pro,EU,organic,23,9,86.73,0,2.6,2.33,0.21,0,0
C000239,basic,APAC,sales,59,11,21.67,3,41.4,3.92,0.342,1,1
C000240,basic,EU,partner,43,6,26.57,2,19.9,2.82,0.431,0,0
C000241,pro,EU,paid,43,12,65.11,3,27.4,3.51,0.404,0,0
C000242,pro,NA,organic,42,11,67.37,1,2.2,3.14,0.105,0,0
C000243,basic,NA,paid,49,6,28.09,2,50.4,6.0,0.649,1,0
C000244,basic,APAC,partner,20,11,25.52,0,21.6,1.86,0.206,0,0
C000245,pro,NA,sales,6,10,50.75,1,30.5,1.07,0.407,0,0
C000246,pro,NA,paid,31,11,47.88,1,14.0,2.16,0.814,0,0
C000247,pro,LATAM,paid,1,5,74.46,1,-15.4,2.15,0.129,1,0
C000248,basic,LATAM,paid,14,13,26.05,2,4.5,4.33,0.633,0,0
C000249,basic,EU,paid,46,3,26.26,2,21.8,3.33,0.893,0,0
C000250,basic,NA,organic,31,6,29.72,2,23.4,4.09,0.439,1,0
C000251,pro,APAC,organic,42,8,80.51,0,65.3,3.99,0.583,0,0
C000252,pro,NA,organic,31,11,59.31,3,66.4,2.44,0.433,0,0
C000253,basic,NA,partner,33,5,17.2,0,44.9,2.64,0.098,1,0
C000254,basic,NA,organic,19,7,27.19,5,77.3,2.02,0.511,0,0
C000255,basic,LATAM,organic,14,10,27.15,1,15.7,4.59,0.371,0,1
C000256,pro,LATAM,sales,16,6,47.01,2,45.0,1.76,0.712,0,0
C000257,pro,EU,paid,48,4,67.12,2,36.7,0.67,0.444,0,0
C000258,basic,NA,organic,59,10,19.06,0,38.6,2.52,0.295,0,0
C000259,basic,EU,organic,5,8,21.01,2,4.6,5.61,0.482,0,1
C000260,pro,NA,partner,33,9,74.58,1,30.0,2.34,0.296,0,0
C000261,basic,APAC,organic,29,7,21.69,2,17.5,3.28,0.448,0,0
C000262,pro,NA,organic,34,6,63.69,3,0.7,1.99,0.278,0,1
C000263,basic,NA,organic,14,6,31.12,0,40.8,1.53,0.038,0,0
C000264,basic,APAC,organic,1,10,24.52,2,-15.0,2.33,0.804,0,0
C000265,enterprise,EU,paid,13,43,203.49,0,59.1,4.25,0.331,0,0
C000266,basic,APAC,organic,11,5,34.53,2,29.5,1.06,0.52,0,0
C000267,basic,NA,paid,4,7,22.91,0,-0.5,5.77,0.479,0,0
C000268,basic,APAC,organic,22,7,21.62,2,19.9,1.19,0.298,0,0
C000269,basic,NA,organic,42,7,29.55,1,27.3,2.41,0.264,0,0
C000270,basic,NA,organic,58,6,22.36,2,54.8,1.96,0.49,1,1
C000271,basic,EU,sales,40,12,20.15,0,61.9,2.75,0.549,0,0
C000272,basic,NA,organic,11,6,29.33,3,23.4,5.8,0.241,0,1
C000273,basic,EU,organic,22,10,31.77,1,26.0,3.06,0.323,1,1
C000274,pro,NA,organic,19,5,77.43,1,75.2,2.89,0.371,0,0
C000275,pro,NA,paid,13,6,65.24,1,-11.9,4.42,0.491,1,0
C000276,basic,APAC,organic,60,11,29.43,4,-8.5,2.23,0.731,1,0
C000277,basic,NA,sales,40,1,21.2,1,64.1,3.65,0.557,0,1
C000278,basic,EU,paid,29,6,29.68,0,22.6,5.57,0.792,1,1
C000279,pro,APAC,paid,27,13,81.67,3,44.9,4.53,0.6,0,1
C000280,pro,NA,paid,20,1,58.86,1,63.6,4.02,0.532,0,0
C000281,basic,APAC,organic,26,12,18.29,2,-19.8,3.96,0.203,0,1
C000282,basic,NA,sales,39,8,16.93,4,60.5,2.76,0.201,1,1
C000283,basic,NA,sales,56,5,22.41,0,46.8,1.71,0.644,0,1
C000284,basic,NA,organic,30,2,18.71,2,-8.9,4.5,0.455,1,0
C000285,pro,APAC,paid,12,8,59.16,0,14.9,3.46,0.141,0,0
C000286,basic,EU,organic,58,4,20.18,1,29.0,4.52,0.253,0,0
C000287,basic,EU,paid,19,3,22.97,1,44.3,5.83,0.42,0,0
C000288,basic,LATAM,partner,5,7,26.8,2,2.1,5.56,0.528,0,0
C000289,basic,NA,sales,33,10,20.87,3,47.4,3.58,0.571,1,0
C000290,basic,APAC,organic,48,14,25.04,1,30.2,3.87,0.308,0,1
C000291,pro,APAC,paid,16,5,62.72,0,6.9,2.14,0.237,0,1
C000292,basic,LATAM,paid,17,6,40.48,3,14.6,2.62,0.208,0,0
C000293,enterprise,LATAM,organic,18,39,224.65,3,40.2,2.96,0.22,0,0
C000294,basic,LATAM,paid,49,6,17.09,1,12.6,4.11,0.47,1,1
C000295,pro,NA,paid,58,12,58.61,0,19.5,3.15,0.406,0,0
C000296,enterprise,APAC,partner,51,26,259.86,3,19.0,3.84,0.4,1,1
C000297,enterprise,APAC,sales,14,26,208.76,1,-13.0,3.14,0.632,0,0
C000298,pro,EU,organic,51,11,66.27,2,14.7,2.52,0.492,0,0
C000299,pro,NA,organic,19,10,55.8,1,22.1,4.43,0.569,0,0
C000300,pro,LATAM,organic,53,10,74.08,2,28.3,3.97,0.586,1,1
C000301,pro,NA,organic,60,9,61.5,4,45.5,2.61,0.39,0,0
C000302,basic,EU,organic,44,4,26.01,1,4.9,4.09,0.343,0,0
C000303,basic,EU,sales,58,8,25.52,1,51.2,2.9,0.628,0,1
C000304,basic,NA,organic,9,8,23.36,1,18.3,4.82,0.574,0,0
C000305,pro,APAC,paid,40,9,60.09,1,26.0,5.77,0.216,0,0
C000306,basic,NA,organic,4,9,31.88,0,-12.4,2.88,0.386,0,0
C000307,basic,EU,organic,40,5,34.66,3,1.5,3.97,0.359,0,0
C000308,pro,APAC,partner,21,3,66.61,0,51.0,4.31,0.613,0,0
C000309,basic,NA,paid,59,9,26.14,0,4.1,3.4,0.611,0,0
C000310,basic,APAC,organic,30,2,26.45,0,2.2,2.41,0.506,1,0
C000311,basic,NA,sales,46,2,21.06,4,29.5,3.72,0.429,0,0
C000312,basic,APAC,organic,19,6,29.43,2,44.8,4.5,0.306,0,1
C000313,basic,LATAM,organic,5,8,23.68,3,24.3,1.48,0.396,0,0
C000314,basic,NA,organic,45,4,27.97,1,-20.9,3.2,0.609,1,0
C000315,basic,EU,paid,14,7,19.25,1,-6.8,5.01,0.34,0,0
C000316,basic,EU,organic,44,7,27.85,3,61.4,4.91,0.439,0,0
C000317,basic,EU,partner,28,7,31.44,2,43.8,1.74,0.203,0,0
C000318,pro,APAC,paid,59,7,52.53,2,-12.5,1.42,0.221,0,0
C000319,basic,EU,organic,22,2,22.88,0,20.9,5.13,0.371,0,0
C000320,enterprise,EU,sales,25,26,266.04,0,72.9,0.95,0.499,0,1
C000321,enterprise,NA,organic,45,23,225.42,0,27.8,2.53,0.7,0,1
C000322,basic,NA,organic,48,13,31.83,0,9.9,4.76,0.62,1,0
C000323,basic,APAC,organic,8,8,25.75,1,-8.1,5.4,0.397,1,0
C000324,basic,NA,organic,45,9,20.37,2,17.1,2.12,0.545,0,0
C000325,pro,EU,organic,30,13,56.03,0,47.8,3.97,0.139,0,0
C000326,pro,NA,organic,60,8,60.37,0,79.9,5.2,0.652,0,0
C000327,pro,APAC,paid,38,14,56.83,1,60.5,3.07,0.354,1,0
C000328,basic,EU,organic,47,6,18.94,3,39.3,2.91,0.315,0,0
C000329,pro,NA,organic,21,4,60.65,2,25.4,5.95,0.11,0,0
C000330,basic,NA,paid,18,8,23.1,0,0.2,3.37,0.592,0,1
C000331,pro,NA,organic,48,11,60.33,2,21.8,0.35,0.261,0,0
C000332,basic,LATAM,paid,1,8,24.39,0,-16.4,3.79,0.104,0,0
C000333,pro,EU,paid,35,14,53.63,1,49.5,4.36,0.07,0,0
C000334,pro,EU,organic,59,8,44.91,2,32.6,5.1,0.478,0,0
C000335,basic,APAC,organic,60,9,26.24,4,25.1,4.59,0.547,0,1
C000336,pro,NA,organic,43,9,65.37,1,-7.5,4.17,0.193,0,0
C000337,basic,NA,organic,30,10,22.64,3,36.1,2.43,0.126,0,0
C000338,pro,NA,paid,49,7,64.24,2,21.6,5.78,0.415,0,1
C000339,basic,NA,paid,1,5,35.68,0,39.0,3.41,0.528,0,1
C000340,enterprise,APAC,paid,48,17,263.63,1,27.0,4.75,0.75,0,0
C000341,basic,APAC,organic,12,3,25.29,2,53.3,4.81,0.298,0,1
C000342,enterprise,LATAM,sales,45,40,220.42,1,-28.8,4.45,0.762,0,1
C000343,pro,APAC,organic,21,8,51.51,1,34.0,3.07,0.575,0,0
C000344,pro,EU,sales,46,9,54.38,0,49.7,5.59,0.702,0,0
C000345,pro,NA,partner,37,9,52.79,3,33.1,3.74,0.542,0,0
C000346,pro,EU,organic,56,10,66.01,1,27.3,4.0,0.541,0,0
C000347,enterprise,LATAM,organic,48,30,250.97,1,62.2,4.74,0.252,0,0
C000348,basic,APAC,organic,55,6,24.65,4,-1.6,3.48,0.247,0,0
C000349,pro,EU,sales,10,7,57.72,1,-3.0,5.08,0.644,0,0
